order_id,customer_id,product_id,quantity, price ,order_date
554,104,4,2,2899.99,11/13/2016
556,61,4,2,2899.99,11/13/2016
564,1058,4,1,2899.99,11/20/2016
571,5,4,1,2899.99,11/24/2016
575,33,4,2,2899.99,11/27/2016
595,538,4,1,2899.99,12/8/2016
598,40,4,2,2899.99,12/9/2016
600,624,4,1,2899.99,12/9/2016
603,1032,4,1,2899.99,12/9/2016
608,1103,4,2,2899.99,12/12/2016
634,27,4,2,2899.99,12/29/2016
635,520,4,1,2899.99,12/30/2016
646,975,4,1,2899.99,1/9/2017
671,922,4,1,2899.99,1/25/2017
703,417,4,2,2899.99,2/8/2017
712,173,4,2,2899.99,2/13/2017
716,672,4,2,2899.99,2/15/2017
732,147,4,2,2899.99,2/26/2017
918,242,4,2,2899.99,5/30/2017
938,129,4,1,2899.99,6/11/2017
954,611,4,2,2899.99,6/17/2017
963,1432,4,1,2899.99,6/19/2017
973,238,4,2,2899.99,6/24/2017
1133,517,4,2,2899.99,9/19/2017
1187,486,4,1,2899.99,10/15/2017
1232,665,4,2,2899.99,11/6/2017
1257,1136,4,1,2899.99,11/19/2017
1269,1236,4,2,2899.99,11/26/2017
1277,227,4,1,2899.99,12/1/2017
1284,128,4,2,2899.99,12/4/2017
1362,310,4,2,2899.99,1/23/2018
1558,63,4,1,2899.99,4/19/2018
17,1175,5,1,1320.99,1/12/2016
27,57,5,1,1320.99,1/19/2016
28,252,5,1,1320.99,1/19/2016
35,813,5,1,1320.99,1/22/2016
36,1321,5,1,1320.99,1/23/2016
41,979,5,1,1320.99,1/27/2016
48,1012,5,2,1320.99,1/30/2016
61,277,5,2,1320.99,2/6/2016
67,526,5,2,1320.99,2/9/2016
69,1413,5,1,1320.99,2/10/2016
76,9,5,1,1320.99,2/16/2016
89,668,5,1,1320.99,2/21/2016
112,469,5,1,1320.99,3/8/2016
113,1078,5,2,1320.99,3/8/2016
121,755,5,1,1320.99,3/14/2016
130,1049,5,2,1320.99,3/19/2016
135,1354,5,2,1320.99,3/21/2016
169,99,5,1,1320.99,4/10/2016
175,951,5,1,1320.99,4/13/2016
184,134,5,1,1320.99,4/19/2016
187,183,5,1,1320.99,4/22/2016
195,727,5,2,1320.99,4/28/2016
207,105,5,1,1320.99,5/5/2016
219,1338,5,1,1320.99,5/12/2016
223,1368,5,1,1320.99,5/15/2016
229,742,5,2,1320.99,5/19/2016
231,1257,5,2,1320.99,5/19/2016
240,65,5,1,1320.99,5/27/2016
255,801,5,2,1320.99,6/3/2016
269,764,5,1,1320.99,6/12/2016
287,133,5,1,1320.99,6/25/2016
290,202,5,2,1320.99,6/28/2016
310,627,5,2,1320.99,7/12/2016
311,1400,5,2,1320.99,7/12/2016
314,1019,5,1,1320.99,7/15/2016
343,961,5,2,1320.99,7/31/2016
348,907,5,2,1320.99,8/2/2016
368,995,5,1,1320.99,8/14/2016
372,132,5,1,1320.99,8/16/2016
389,53,5,1,1320.99,8/22/2016
391,61,5,2,1320.99,8/23/2016
396,542,5,1,1320.99,8/27/2016
402,1335,5,1,1320.99,8/30/2016
407,77,5,1,1320.99,9/1/2016
415,1265,5,1,1320.99,9/3/2016
428,1039,5,2,1320.99,9/9/2016
429,153,5,2,1320.99,9/10/2016
443,1371,5,1,1320.99,9/18/2016
450,575,5,1,1320.99,9/21/2016
466,1440,5,1,1320.99,9/28/2016
515,986,5,1,1320.99,10/19/2016
516,111,5,2,1320.99,10/21/2016
518,1374,5,2,1320.99,10/22/2016
521,664,5,1,1320.99,10/23/2016
523,1056,5,2,1320.99,10/24/2016
547,20,5,1,1320.99,11/9/2016
561,90,5,1,1320.99,11/19/2016
567,1430,5,1,1320.99,11/22/2016
568,1275,5,1,1320.99,11/23/2016
590,990,5,2,1320.99,12/6/2016
596,952,5,1,1320.99,12/8/2016
602,823,5,2,1320.99,12/9/2016
609,896,5,1,1320.99,12/12/2016
620,466,5,2,1320.99,12/22/2016
629,973,5,2,1320.99,12/26/2016
630,1404,5,1,1320.99,12/26/2016
633,1040,5,2,1320.99,12/28/2016
664,681,5,1,1320.99,1/20/2017
673,64,5,1,1320.99,1/26/2017
687,530,5,2,1320.99,2/2/2017
691,1081,5,2,1320.99,2/4/2017
693,1233,5,2,1320.99,2/5/2017
697,562,5,2,1320.99,2/6/2017
711,1246,5,2,1320.99,2/13/2017
777,496,5,1,1320.99,3/13/2017
799,607,5,2,1320.99,3/27/2017
850,1346,5,2,1320.99,4/19/2017
858,162,5,1,1320.99,4/25/2017
875,386,5,2,1320.99,5/5/2017
880,1206,5,1,1320.99,5/8/2017
883,507,5,2,1320.99,5/11/2017
909,188,5,1,1320.99,5/26/2017
939,1407,5,1,1320.99,6/11/2017
985,461,5,2,1320.99,6/30/2017
989,1145,5,1,1320.99,7/2/2017
1022,353,5,1,1320.99,7/23/2017
1062,1210,5,1,1320.99,8/15/2017
1086,220,5,1,1320.99,8/21/2017
1112,798,5,2,1320.99,9/5/2017
1295,37,5,2,1320.99,12/11/2017
1376,1186,5,1,1320.99,2/1/2018
14,258,6,1,469.99,1/9/2016
28,252,6,1,469.99,1/19/2016
29,437,6,1,469.99,1/20/2016
47,1234,6,1,469.99,1/29/2016
74,264,6,1,469.99,2/13/2016
79,529,6,1,469.99,2/17/2016
89,668,6,2,469.99,2/21/2016
90,414,6,1,469.99,2/23/2016
97,204,6,2,469.99,2/28/2016
109,1255,6,1,469.99,3/6/2016
113,1078,6,1,469.99,3/8/2016
118,577,6,1,469.99,3/12/2016
120,327,6,2,469.99,3/14/2016
138,438,6,1,469.99,3/23/2016
143,693,6,1,469.99,3/26/2016
146,288,6,2,469.99,3/28/2016
152,76,6,2,469.99,3/29/2016
156,357,6,1,469.99,4/3/2016
168,1147,6,1,469.99,4/9/2016
186,1127,6,1,469.99,4/21/2016
196,1247,6,1,469.99,4/28/2016
198,640,6,2,469.99,5/1/2016
204,591,6,2,469.99,5/4/2016
208,815,6,2,469.99,5/6/2016
220,1358,6,2,469.99,5/12/2016
224,157,6,1,469.99,5/17/2016
235,649,6,1,469.99,5/24/2016
254,510,6,2,469.99,6/3/2016
259,413,6,2,469.99,6/6/2016
266,933,6,2,469.99,6/10/2016
268,540,6,2,469.99,6/11/2016
271,350,6,2,469.99,6/13/2016
277,546,6,2,469.99,6/19/2016
291,158,6,2,469.99,6/29/2016
293,573,6,1,469.99,6/30/2016
298,885,6,2,469.99,7/4/2016
301,17,6,1,469.99,7/6/2016
305,705,6,1,469.99,7/7/2016
325,848,6,2,469.99,7/20/2016
328,528,6,2,469.99,7/23/2016
335,1193,6,1,469.99,7/25/2016
338,1333,6,2,469.99,7/28/2016
350,31,6,2,469.99,8/3/2016
358,1042,6,2,469.99,8/5/2016
361,994,6,2,469.99,8/8/2016
393,368,6,2,469.99,8/25/2016
402,1335,6,2,469.99,8/30/2016
415,1265,6,2,469.99,9/3/2016
417,359,6,2,469.99,9/4/2016
421,240,6,2,469.99,9/5/2016
424,67,6,1,469.99,9/8/2016
425,843,6,1,469.99,9/8/2016
429,153,6,1,469.99,9/10/2016
431,1217,6,1,469.99,9/11/2016
433,1062,6,1,469.99,9/12/2016
439,149,6,2,469.99,9/17/2016
442,667,6,2,469.99,9/18/2016
448,101,6,2,469.99,9/21/2016
465,1198,6,2,469.99,9/28/2016
466,1440,6,1,469.99,9/28/2016
477,449,6,1,469.99,10/2/2016
484,421,6,1,469.99,10/6/2016
487,827,6,1,469.99,10/6/2016
492,191,6,1,469.99,10/9/2016
515,986,6,2,469.99,10/19/2016
519,54,6,1,469.99,10/22/2016
525,1315,6,2,469.99,10/26/2016
530,773,6,2,469.99,10/28/2016
531,116,6,1,469.99,10/28/2016
545,1108,6,1,469.99,11/8/2016
559,959,6,1,469.99,11/16/2016
563,365,6,2,469.99,11/20/2016
579,160,6,1,469.99,11/27/2016
606,18,6,2,469.99,12/11/2016
615,560,6,2,469.99,12/19/2016
629,973,6,2,469.99,12/26/2016
632,163,6,1,469.99,12/27/2016
645,1199,6,1,469.99,1/8/2017
653,1249,6,1,469.99,1/14/2017
681,499,6,2,469.99,1/29/2017
708,660,6,1,469.99,2/10/2017
720,382,6,1,469.99,2/16/2017
769,946,6,2,469.99,3/9/2017
796,154,6,2,469.99,3/23/2017
800,1057,6,2,469.99,3/27/2017
805,420,6,2,469.99,3/29/2017
807,1148,6,1,469.99,3/30/2017
821,1181,6,1,469.99,4/5/2017
853,883,6,1,469.99,4/21/2017
860,473,6,1,469.99,4/27/2017
878,224,6,2,469.99,5/7/2017
899,605,6,1,469.99,5/20/2017
923,769,6,1,469.99,5/31/2017
935,43,6,1,469.99,6/10/2017
990,706,6,2,469.99,7/4/2017
1015,799,6,2,469.99,7/19/2017
1067,225,6,2,469.99,8/17/2017
1124,275,6,1,469.99,9/13/2017
1153,720,6,2,469.99,9/30/2017
1155,865,6,2,469.99,9/30/2017
1174,1109,6,1,469.99,10/8/2017
1183,216,6,2,469.99,10/14/2017
1203,1191,6,2,469.99,10/25/2017
1210,730,6,2,469.99,10/26/2017
1225,768,6,2,469.99,11/4/2017
1232,665,6,2,469.99,11/6/2017
1250,1188,6,2,469.99,11/17/2017
1285,262,6,1,469.99,12/4/2017
1441,982,6,1,469.99,3/15/2018
1539,116,6,2,469.99,4/15/2018
9,60,7,2,3999.99,1/5/2016
18,541,7,1,3999.99,1/14/2016
26,1280,7,1,3999.99,1/18/2016
28,252,7,2,3999.99,1/19/2016
30,1348,7,2,3999.99,1/20/2016
33,236,7,1,3999.99,1/21/2016
38,583,7,2,3999.99,1/25/2016
44,861,7,1,3999.99,1/28/2016
75,587,7,2,3999.99,2/14/2016
88,1069,7,1,3999.99,2/21/2016
99,1165,7,2,3999.99,2/29/2016
100,1237,7,2,3999.99,3/1/2016
124,403,7,2,3999.99,3/16/2016
136,1192,7,2,3999.99,3/21/2016
150,332,7,1,3999.99,3/29/2016
157,43,7,2,3999.99,4/3/2016
161,251,7,2,3999.99,4/4/2016
167,1034,7,2,3999.99,4/8/2016
170,1200,7,1,3999.99,4/10/2016
188,390,7,2,3999.99,4/22/2016
201,280,7,1,3999.99,5/1/2016
207,105,7,2,3999.99,5/5/2016
212,1373,7,1,3999.99,5/8/2016
223,1368,7,2,3999.99,5/15/2016
234,1435,7,1,3999.99,5/22/2016
235,649,7,2,3999.99,5/24/2016
238,1350,7,1,3999.99,5/26/2016
241,1082,7,1,3999.99,5/27/2016
243,802,7,2,3999.99,5/27/2016
249,145,7,2,3999.99,6/1/2016
267,282,7,2,3999.99,6/11/2016
268,540,7,1,3999.99,6/11/2016
271,350,7,2,3999.99,6/13/2016
275,1341,7,2,3999.99,6/17/2016
281,800,7,2,3999.99,6/21/2016
282,159,7,2,3999.99,6/22/2016
286,59,7,1,3999.99,6/25/2016
288,780,7,2,3999.99,6/25/2016
294,732,7,2,3999.99,7/1/2016
304,230,7,2,3999.99,7/7/2016
308,156,7,1,3999.99,7/11/2016
310,627,7,2,3999.99,7/12/2016
314,1019,7,2,3999.99,7/15/2016
325,848,7,1,3999.99,7/20/2016
359,441,7,2,3999.99,8/7/2016
360,1300,7,2,3999.99,8/7/2016
374,1313,7,1,3999.99,8/17/2016
385,1274,7,2,3999.99,8/20/2016
390,576,7,2,3999.99,8/22/2016
397,1437,7,1,3999.99,8/28/2016
403,578,7,2,3999.99,8/31/2016
412,1202,7,1,3999.99,9/2/2016
432,169,7,2,3999.99,9/12/2016
439,149,7,2,3999.99,9/17/2016
445,362,7,1,3999.99,9/19/2016
449,492,7,2,3999.99,9/21/2016
452,997,7,2,3999.99,9/22/2016
457,1349,7,2,3999.99,9/24/2016
464,74,7,1,3999.99,9/28/2016
466,1440,7,2,3999.99,9/28/2016
479,984,7,1,3999.99,10/3/2016
506,831,7,1,3999.99,10/14/2016
513,155,7,1,3999.99,10/19/2016
516,111,7,1,3999.99,10/21/2016
519,54,7,1,3999.99,10/22/2016
549,64,7,1,3999.99,11/12/2016
555,212,7,1,3999.99,11/13/2016
558,1443,7,1,3999.99,11/15/2016
559,959,7,2,3999.99,11/16/2016
566,298,7,2,3999.99,11/22/2016
579,160,7,2,3999.99,11/27/2016
608,1103,7,2,3999.99,12/12/2016
609,896,7,1,3999.99,12/12/2016
677,809,7,2,3999.99,1/28/2017
680,245,7,1,3999.99,1/29/2017
696,1242,7,1,3999.99,2/5/2017
700,4,7,2,3999.99,2/7/2017
753,1201,7,2,3999.99,3/5/2017
754,646,7,1,3999.99,3/6/2017
777,496,7,2,3999.99,3/13/2017
781,1018,7,2,3999.99,3/15/2017
869,844,7,1,3999.99,5/1/2017
919,781,7,1,3999.99,5/30/2017
946,525,7,1,3999.99,6/14/2017
992,723,7,1,3999.99,7/7/2017
1026,1370,7,2,3999.99,7/26/2017
1052,460,7,1,3999.99,8/10/2017
1059,6,7,1,3999.99,8/14/2017
1060,182,7,1,3999.99,8/15/2017
1124,275,7,2,3999.99,9/13/2017
1139,1006,7,1,3999.99,9/21/2017
1194,192,7,2,3999.99,10/19/2017
1214,783,7,1,3999.99,10/28/2017
1235,210,7,1,3999.99,11/7/2017
1251,289,7,1,3999.99,11/17/2017
1269,1236,7,1,3999.99,11/26/2017
1283,85,7,1,3999.99,12/4/2017
1370,115,7,1,3999.99,1/28/2018
1397,920,7,1,3999.99,2/15/2018
1460,1131,7,2,3999.99,3/21/2018
1601,43,7,2,3999.99,4/29/2018
1,259,8,2,1799.99,1/1/2016
11,1326,8,1,1799.99,1/5/2016
15,450,8,1,1799.99,1/9/2016
16,552,8,1,1799.99,1/12/2016
17,1175,8,1,1799.99,1/12/2016
27,57,8,1,1799.99,1/19/2016
29,437,8,1,1799.99,1/20/2016
32,1259,8,2,1799.99,1/21/2016
34,80,8,2,1799.99,1/22/2016
40,348,8,2,1799.99,1/27/2016
53,965,8,2,1799.99,2/3/2016
62,208,8,2,1799.99,2/7/2016
88,1069,8,2,1799.99,2/21/2016
92,1309,8,1,1799.99,2/25/2016
95,218,8,2,1799.99,2/27/2016
144,1124,8,2,1799.99,3/26/2016
153,498,8,1,1799.99,3/30/2016
155,371,8,1,1799.99,4/2/2016
171,237,8,1,1799.99,4/11/2016
185,24,8,1,1799.99,4/20/2016
191,919,8,2,1799.99,4/27/2016
192,728,8,2,1799.99,4/27/2016
198,640,8,2,1799.99,5/1/2016
202,600,8,1,1799.99,5/3/2016
229,742,8,1,1799.99,5/19/2016
231,1257,8,2,1799.99,5/19/2016
232,1360,8,2,1799.99,5/20/2016
240,65,8,1,1799.99,5/27/2016
245,223,8,1,1799.99,5/29/2016
257,1314,8,2,1799.99,6/5/2016
258,107,8,2,1799.99,6/6/2016
303,36,8,2,1799.99,7/7/2016
310,627,8,1,1799.99,7/12/2016
329,274,8,2,1799.99,7/24/2016
333,779,8,2,1799.99,7/25/2016
358,1042,8,2,1799.99,8/5/2016
373,337,8,2,1799.99,8/16/2016
377,1355,8,1,1799.99,8/17/2016
382,199,8,1,1799.99,8/20/2016
384,410,8,1,1799.99,8/20/2016
386,1362,8,1,1799.99,8/20/2016
391,61,8,1,1799.99,8/23/2016
398,447,8,2,1799.99,8/29/2016
413,717,8,2,1799.99,9/2/2016
423,1397,8,2,1799.99,9/6/2016
430,272,8,1,1799.99,9/11/2016
437,1085,8,2,1799.99,9/16/2016
438,314,8,2,1799.99,9/16/2016
447,808,8,1,1799.99,9/20/2016
452,997,8,1,1799.99,9/22/2016
461,853,8,2,1799.99,9/26/2016
469,1089,8,2,1799.99,9/29/2016
470,641,8,2,1799.99,9/30/2016
484,421,8,2,1799.99,10/6/2016
489,899,8,2,1799.99,10/6/2016
501,977,8,1,1799.99,10/11/2016
508,1359,8,1,1799.99,10/15/2016
515,986,8,1,1799.99,10/19/2016
526,1096,8,1,1799.99,10/26/2016
546,470,8,1,1799.99,11/9/2016
548,739,8,1,1799.99,11/11/2016
555,212,8,1,1799.99,11/13/2016
566,298,8,1,1799.99,11/22/2016
578,819,8,2,1799.99,11/27/2016
581,688,8,2,1799.99,12/3/2016
584,1209,8,2,1799.99,12/4/2016
590,990,8,2,1799.99,12/6/2016
597,1121,8,1,1799.99,12/8/2016
610,711,8,1,1799.99,12/13/2016
623,678,8,1,1799.99,12/24/2016
688,343,8,1,1799.99,2/2/2017
769,946,8,1,1799.99,3/9/2017
779,367,8,1,1799.99,3/15/2017
971,1426,8,2,1799.99,6/22/2017
1002,1418,8,2,1799.99,7/14/2017
1012,620,8,1,1799.99,7/18/2017
1034,895,8,2,1799.99,7/30/2017
1040,1225,8,2,1799.99,8/4/2017
1141,1076,8,1,1799.99,9/22/2017
1164,1067,8,1,1799.99,10/1/2017
1227,702,8,1,1799.99,11/4/2017
1260,1117,8,1,1799.99,11/22/2017
1284,128,8,1,1799.99,12/4/2017
1301,1088,8,1,1799.99,12/16/2017
1371,937,8,2,1799.99,1/29/2018
6,94,9,2,2999.99,1/4/2016
18,541,9,2,2999.99,1/14/2016
19,696,9,2,2999.99,1/14/2016
20,923,9,1,2999.99,1/14/2016
31,1238,9,2,2999.99,1/20/2016
36,1321,9,1,2999.99,1/23/2016
79,529,9,2,2999.99,2/17/2016
86,276,9,2,2999.99,2/21/2016
103,991,9,2,2999.99,3/3/2016
105,306,9,1,2999.99,3/3/2016
126,1365,9,2,2999.99,3/16/2016
129,84,9,1,2999.99,3/19/2016
132,46,9,1,2999.99,3/20/2016
145,366,9,2,2999.99,3/27/2016
225,307,9,1,2999.99,5/17/2016
240,65,9,1,2999.99,5/27/2016
248,1376,9,1,2999.99,5/30/2016
262,579,9,2,2999.99,6/8/2016
263,1322,9,1,2999.99,6/9/2016
265,682,9,2,2999.99,6/10/2016
268,540,9,1,2999.99,6/11/2016
274,411,9,2,2999.99,6/17/2016
276,1227,9,2,2999.99,6/18/2016
283,181,9,1,2999.99,6/23/2016
296,1245,9,1,2999.99,7/4/2016
298,885,9,1,2999.99,7/4/2016
300,1205,9,2,2999.99,7/5/2016
314,1019,9,1,2999.99,7/15/2016
315,1263,9,1,2999.99,7/16/2016
318,1141,9,1,2999.99,7/17/2016
334,1112,9,1,2999.99,7/25/2016
338,1333,9,1,2999.99,7/28/2016
342,806,9,1,2999.99,7/31/2016
357,14,9,1,2999.99,8/5/2016
359,441,9,2,2999.99,8/7/2016
379,954,9,1,2999.99,8/18/2016
382,199,9,1,2999.99,8/20/2016
389,53,9,1,2999.99,8/22/2016
390,576,9,1,2999.99,8/22/2016
400,1295,9,1,2999.99,8/29/2016
404,396,9,1,2999.99,8/31/2016
410,1151,9,2,2999.99,9/1/2016
413,717,9,1,2999.99,9/2/2016
419,14,9,1,2999.99,9/4/2016
434,726,9,1,2999.99,9/13/2016
435,77,9,1,2999.99,9/14/2016
455,1055,9,1,2999.99,9/23/2016
468,1261,9,2,2999.99,9/29/2016
481,481,9,2,2999.99,10/4/2016
484,421,9,2,2999.99,10/6/2016
